0	0	
0.074528	0.380022	
0.0128646	0.0116979	
0.0824604	0.365041	
0.0254049	0.0224713	
0.0904099	0.351005	
0.0376353	0.0323863	
0.0983669	0.33785	
0.0495691	0.0415047	
0.106323	0.325516	
0.061219	0.0498837	
0.114269	0.313946	
0.072597	0.0575766	
0.122199	0.303089	
0.083714	0.064633	
0.130106	0.292895	
0.0945807	0.0710987	
0.137984	0.28332	
0.105207	0.0770167	
0.145827	0.274322	
0.115602	0.0824267	
0.153629	0.265861	
0.125774	0.0873656	
0.161387	0.257902	
0.135732	0.0918678	
0.169097	0.250411	
0.145484	0.0959651	
0.176753	0.243356	
0.155036	0.0996874	
0.184354	0.236708	
0.164396	0.103062	
0.191896	0.230439	
0.173571	0.106115	
0.199376	0.224525	
0.182566	0.108869	
0.206792	0.218941	
0.191387	0.111348	
0.214142	0.213666	
0.20004	0.11357	
0.221423	0.20868	
0.20853	0.115557	
0.228634	0.203963	
0.216862	0.117325	
0.235774	0.199497	
0.225041	0.11889	
0.24284	0.195267	
0.233071	0.120269	
0.249833	0.191256	
0.240957	0.121475	
0.256751	0.187451	
0.248702	0.122522	
0.263594	0.183838	
0.25631	0.123421	
0.27036	0.180404	
0.263786	0.124185	
0.277049	0.177139	
0.271132	0.124823	
0.283661	0.174032	
0.278352	0.125346	
0.290195	0.171072	
0.285449	0.125763	
0.296652	0.16825	
0.292427	0.126081	
0.303031	0.165558	
0.299287	0.12631	
0.309332	0.162988	
0.306033	0.126456	
0.315556	0.160531	
0.312668	0.126526	
0.321702	0.158181	
0.319194	0.126527	
0.327771	0.155932	
0.325613	0.126463	
0.333762	0.153776	
0.331928	0.126342	
0.339677	0.15171	
0.338141	0.126166	
0.345516	0.149726	
0.344255	0.125942	
0.351279	0.147821	
0.350271	0.125674	
0.356967	0.14599	
0.356191	0.125365	
0.362579	0.144228	
0.362018	0.125019	
0.368117	0.142532	
0.367754	0.12464	
0.373582	0.140897	
0.373399	0.12423	
0.378973	0.139321	
0.378956	0.123793	
0.384292	0.137799	
0.384427	0.123332	
0.389539	0.136329	
0.389813	0.122849	
0.394714	0.134909	
0.395116	0.122346	
0.399819	0.133534	
0.400337	0.121826	
0.404855	0.132204	
0.405479	0.12129	
0.409821	0.130915	
0.410541	0.12074	
0.414718	0.129666	
0.415527	0.120179	
0.419548	0.128454	
0.420436	0.119607	
0.424311	0.127278	
0.425271	0.119026	
0.429008	0.126135	
0.430033	0.118437	
0.433639	0.125024	
0.434723	0.117843	
0.438206	0.123945	
0.439342	0.117242	
0.442708	0.122894	
0.443892	0.116638	
0.447148	0.12187	
0.448373	0.11603	
0.451525	0.120874	
0.452787	0.115421	
0.45584	0.119902	
0.457135	0.114809	
0.460095	0.118955	
0.461418	0.114197	
0.464289	0.118031	
0.465637	0.113585	
0.468424	0.117129	
0.469794	0.112973	
0.4725	0.116248	
0.473888	0.112362	
0.476518	0.115387	
0.477922	0.111754	
0.48048	0.114546	
0.481896	0.111147	
0.484384	0.113723	
0.485811	0.110543	
0.488234	0.112919	
0.489668	0.109941	
0.492028	0.112132	
0.493468	0.109343	
0.495768	0.111361	
0.497211	0.108749	
0.499454	0.110607	
0.5009	0.108159	
0.503088	0.109868	
0.504534	0.107573	
0.50667	0.109143	
0.508114	0.106991	
0.5102	0.108434	
0.511642	0.106414	
0.51368	0.107738	
0.515118	0.105842	
0.517109	0.107056	
0.518543	0.105276	
0.52049	0.106387	
0.521917	0.104714	
0.523821	0.10573	
0.525242	0.104158	
0.527105	0.105086	
0.528518	0.103607	
0.530342	0.104453	
0.531746	0.103062	
0.533532	0.103832	
0.534927	0.102522	
0.536676	0.103223	
0.538061	0.101988	
0.539774	0.102624	
0.541149	0.10146	
0.542828	0.102036	
0.544192	0.100938	
0.545838	0.101458	
0.54719	0.100422	
0.548804	0.10089	
0.550144	0.0999112	
0.551728	0.100332	
0.553056	0.0994069	
0.554609	0.0997832	
0.555924	0.0989084	
0.557449	0.0992439	
0.558751	0.098416	
0.560247	0.0987136	
0.561536	0.0979296	
0.563005	0.0981922	
0.564281	0.0974491	
0.565724	0.0976795	
0.566986	0.0969746	
0.568403	0.0971751	
0.569651	0.096506	
0.571043	0.096679	
0.572277	0.0960434	
0.573644	0.096191	
0.574865	0.0955867	
0.576209	0.0957108	
0.577415	0.0951359	
0.578736	0.0952384	
0.579928	0.0946909	
0.581226	0.0947735	
0.582405	0.0942518	
0.58368	0.094316	
0.584845	0.0938184	
0.586099	0.0938658	
0.587249	0.0933907	
0.588483	0.0934226	
0.589619	0.0929687	
0.590832	0.0929864	
0.591954	0.0925524	
0.593147	0.092557	
0.594255	0.0921417	
0.595429	0.0921343	
0.596523	0.0917365	
0.597677	0.0917181	
0.598757	0.0913368	
0.599893	0.0913084	
0.600959	0.0909425	
0.602076	0.090905	
0.603129	0.0905537	
0.604228	0.0905077	
0.605267	0.0901701	
0.606349	0.0901166	
0.607374	0.0897919	
0.608439	0.0897314	
0.60945	0.0894189	
0.610499	0.0893521	
0.611497	0.089051	
0.612528	0.0889786	
0.613513	0.0886883	
0.614529	0.0886107	
0.6155	0.0883306	
0.6165	0.0882483	
0.617458	0.0879779	
0.618443	0.0878915	
0.619388	0.0876301	
0.620357	0.08754	
0.621289	0.0872872	
0.622244	0.0871938	
0.623163	0.0869492	
0.624103	0.0868528	
0.62501	0.0866159	
0.625935	0.0865169	
0.626829	0.0862873	
0.627741	0.086186	
0.628623	0.0859633	
0.62952	0.08586	
0.63039	0.0856439	
0.631273	0.0855389	
0.632131	0.0853291	
0.633001	0.0852226	
0.633847	0.0850187	
0.634704	0.084911	
0.635539	0.0847128	
0.636383	0.084604	
0.637205	0.0844111	
0.638036	0.0843016	
0.638847	0.0841138	
0.639666	0.0840036	
0.640466	0.0838208	
0.641272	0.0837101	
0.642061	0.0835319	
0.642855	0.0834209	
0.643632	0.0832471	
0.644415	0.0831359	
0.645181	0.0829665	
0.645952	0.0828552	
0.646707	0.0826898	
0.647467	0.0825786	
0.648211	0.0824171	
0.64896	0.0823061	
0.649694	0.0821484	
0.650431	0.0820376	
0.651154	0.0818834	
0.65188	0.081773	
0.652594	0.0816223	
0.653309	0.0815123	
0.654012	0.081365	
0.654717	0.0812555	
0.65541	0.0811113	
0.656104	0.0810024	
0.656788	0.0808613	
0.657472	0.0807531	
0.658145	0.0806149	
0.658819	0.0805074	
0.659483	0.0803721	
0.660147	0.0802653	
0.660801	0.0801327	
0.661455	0.0800267	
0.6621	0.0798968	
0.662745	0.0797917	
0.663381	0.0796643	
0.664016	0.0795601	
0.664642	0.0794352	
0.665268	0.0793318	
0.665885	0.0792094	
0.666502	0.079107	
0.667111	0.0789868	
0.667718	0.0788854	
0.668318	0.0787675	
0.668917	0.078667	
0.669508	0.0785513	
0.670098	0.0784518	
0.67068	0.0783382	
0.671261	0.0782398	
0.671836	0.0781283	
0.672408	0.0780309	
0.672975	0.0779214	
0.673539	0.077825	
0.674097	0.0777174	
0.674653	0.0776221	
0.675202	0.0775164	
0.67575	0.0774222	
0.676292	0.0773184	
0.676832	0.0772252	
0.677366	0.0771232	
0.677898	0.0770311	
0.678424	0.0769308	
0.678949	0.0768398	
0.679467	0.0767412	
0.679984	0.0766513	
0.680495	0.0765544	
0.681004	0.0764656	
0.681508	0.0763702	
0.682009	0.0762825	
0.682506	0.0761888	
0.683	0.0761022	
0.683489	0.07601	
0.683976	0.0759244	
0.684459	0.0758337	
0.684939	0.0757493	
0.685414	0.07566	
0.685887	0.0755767	
0.686355	0.0754889	
0.686821	0.0754066	
0.687283	0.0753202	
0.687742	0.075239	
0.688197	0.075154	
0.688649	0.0750738	
0.689098	0.0749902	
0.689543	0.074911	
0.689985	0.0748287	
0.690425	0.0747506	
0.69086	0.0746696	
0.691293	0.0745926	
0.691722	0.0745128	
0.692149	0.0744368	
0.692572	0.0743583	
0.692992	0.0742833	
0.693409	0.0742061	
0.693823	0.0741321	
0.694234	0.074056	
0.694642	0.073983	
0.695047	0.0739081	
0.695449	0.0738361	
0.695848	0.0737624	
0.696245	0.0736914	
0.696638	0.0736188	
0.697029	0.0735487	
0.697416	0.0734772	
0.697801	0.0734082	
0.698183	0.0733378	
0.698562	0.0732696	
0.698939	0.0732003	
0.699312	0.0731331	
0.699683	0.0730649	
0.700052	0.0729986	
0.700417	0.0729314	
0.70078	0.072866	
0.70114	0.0727998	
0.701498	0.0727354	
0.701853	0.0726702	
0.702205	0.0726067	
0.702555	0.0725425	
0.702903	0.0724798	
0.703247	0.0724166	
0.70359	0.0723548	
0.703929	0.0722925	
0.704267	0.0722316	
0.704601	0.0721702	
0.704934	0.0721102	
0.705264	0.0720497	
0.705591	0.0719906	
0.705916	0.071931	
0.706239	0.0718727	
0.70656	0.071814	
0.706878	0.0717565	
0.707193	0.0716987	
0.707507	0.071642	
0.707818	0.071585	
0.708127	0.0715292	
0.708434	0.0714731	
0.708738	0.071418	
0.70904	0.0713627	
0.70934	0.0713084	
0.709638	0.071254	
0.709934	0.0712004	
0.710227	0.0711468	
0.710519	0.071094	
0.710808	0.0710412	
0.711095	0.0709891	
0.71138	0.0709371	
0.711663	0.0708858	
0.711944	0.0708345	
0.712223	0.070784	
0.712499	0.0707334	
0.712774	0.0706836	
0.713047	0.0706338	
0.713318	0.0705847	
0.713586	0.0705357	
0.713853	0.0704873	
0.714118	0.0704389	
0.714381	0.0703912	
0.714642	0.0703436	
0.714901	0.0702966	
0.715158	0.0702497	
0.715414	0.0702033	
0.715667	0.0701571	
0.715919	0.0701114	
0.716169	0.0700659	
0.716417	0.0700208	
0.716663	0.069976	
0.716907	0.0699316	
0.71715	0.0698874	
0.717391	0.0698436	
0.71763	0.0698	
0.717867	0.069757	
0.718103	0.069714	
0.718337	0.0696715	
0.718569	0.0696292	
0.718799	0.0695874	
0.719028	0.0695457	
0.719255	0.0695044	
0.719481	0.0694633	
0.719705	0.0694227	
0.719927	0.0693822	
0.720147	0.0693421	
0.720366	0.0693022	
0.720584	0.0692627	
0.720799	0.0692234	
0.721014	0.0691845	
0.721226	0.0691457	
0.721437	0.0691074	
0.721647	0.0690692	
0.721855	0.0690314	
0.722061	0.0689938	
0.722266	0.0689565	
0.72247	0.0689195	
0.722672	0.0688827	
0.722873	0.0688462	
0.723072	0.06881	
0.723269	0.068774	
0.723465	0.0687384	
0.72366	0.0687029	
0.723854	0.0686678	
0.724046	0.0686328	
0.724236	0.0685982	
0.724425	0.0685637	
0.724613	0.0685296	
0.724799	0.0684957	
0.724984	0.068462	
0.725168	0.0684286	
0.72535	0.0683954	
0.725531	0.0683625	
0.725711	0.0683298	
0.725889	0.0682973	
0.726067	0.0682651	
0.726242	0.0682331	
0.726417	0.0682014	
0.72659	0.0681699	
0.726762	0.0681386	
0.726933	0.0681075	
0.727102	0.0680767	
0.72727	0.0680461	
0.727437	0.0680157	
0.727603	0.0679855	
0.727768	0.0679556	
0.727931	0.0679259	
0.728093	0.0678964	
0.728254	0.0678671	
0.728414	0.067838	
0.728573	0.0678091	
0.72873	0.0677805	
0.728887	0.067752	
0.729042	0.0677238	
0.729196	0.0676958	
0.729349	0.0676679	
0.729501	0.0676403	
0.729651	0.0676129	
0.729801	0.0675857	
0.72995	0.0675586	
0.730097	0.0675318	
0.730244	0.0675052	
0.730389	0.0674787	
0.730533	0.0674525	
0.730676	0.0674264	
0.730818	0.0674006	
0.73096	0.0673749	
0.7311	0.0673494	
0.731239	0.0673241	
0.731377	0.067299	
0.731514	0.0672741	
0.73165	0.0672493	
0.731785	0.0672247	
0.731919	0.0672004	
0.732052	0.0671761	
0.732184	0.0671521	
0.732315	0.0671282	
0.732446	0.0671046	
0.732575	0.067081	
0.732703	0.0670577	
0.73283	0.0670345	
0.732957	0.0670115	
0.733082	0.0669887	
0.733207	0.066966	
